TIME,GEO,ANIMALS,MONTH,UNIT,Value,Flag and Footnotes
2011,Spain,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),698.11,
2011,Spain,"Bovine animals, 1 year",December,Thousand head (animals),774.71,
2011,France,Live bovine animals,December,Thousand head (animals),19129,
2011,France,"Bovine animals, less than 1 year",December,Thousand head (animals),5525,
2011,France,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),650,
2011,France,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),4875,
2011,France,"Bovine animals, 1 year",December,Thousand head (animals),3311,
2011,Croatia,Live bovine animals,December,Thousand head (animals),446.5,
2011,Croatia,"Bovine animals, less than 1 year",December,Thousand head (animals),145.9,
2011,Croatia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),21.7,
2011,Croatia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),124.2,
2011,Croatia,"Bovine animals, 1 year",December,Thousand head (animals),90.2,
2011,Italy,Live bovine animals,December,Thousand head (animals),6251.93,
2011,Italy,"Bovine animals, less than 1 year",December,Thousand head (animals),1782.81,
2011,Italy,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),509.9,
2011,Italy,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),1272.9,
2011,Italy,"Bovine animals, 1 year",December,Thousand head (animals),1393.94,
2011,Cyprus,Live bovine animals,December,Thousand head (animals),56.92,
2011,Cyprus,"Bovine animals, less than 1 year",December,Thousand head (animals),21.07,
2011,Cyprus,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),9.54,
2011,Cyprus,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),11.53,
2011,Cyprus,"Bovine animals, 1 year",December,Thousand head (animals),9.89,
2011,Latvia,Live bovine animals,December,Thousand head (animals),380.61,
2011,Latvia,"Bovine animals, less than 1 year",December,Thousand head (animals),103.87,
2011,Latvia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),50.37,
2011,Latvia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),53.5,
2011,Latvia,"Bovine animals, 1 year",December,Thousand head (animals),66.73,
2011,Lithuania,Live bovine animals,December,Thousand head (animals),752.4,
2011,Lithuania,"Bovine animals, less than 1 year",December,Thousand head (animals),200.7,
2011,Lithuania,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),61.4,
2011,Lithuania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),139.3,
2011,Lithuania,"Bovine animals, 1 year",December,Thousand head (animals),144.1,
2011,Luxembourg,Live bovine animals,December,Thousand head (animals),188.09,
2011,Luxembourg,"Bovine animals, less than 1 year",December,Thousand head (animals),51.92,
2011,Luxembourg,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),5.52,
2011,Luxembourg,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),46.4,
2011,Luxembourg,"Bovine animals, 1 year",December,Thousand head (animals),42.75,
2011,Hungary,Live bovine animals,December,Thousand head (animals),697,
2011,Hungary,"Bovine animals, less than 1 year",December,Thousand head (animals),188,
2011,Hungary,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),60,
2011,Hungary,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),128,
2011,Hungary,"Bovine animals, 1 year",December,Thousand head (animals),137,
2011,Malta,Live bovine animals,December,Thousand head (animals),15.07,
2011,Malta,"Bovine animals, less than 1 year",December,Thousand head (animals),4.47,
2011,Malta,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),0,
2011,Malta,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),4.47,
2011,Malta,"Bovine animals, 1 year",December,Thousand head (animals),3.49,
2011,Netherlands,Live bovine animals,December,Thousand head (animals),3912,
2011,Netherlands,"Bovine animals, less than 1 year",December,Thousand head (animals),1581,
2011,Netherlands,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),1005,
2011,Netherlands,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),576,
2011,Netherlands,"Bovine animals, 1 year",December,Thousand head (animals),591,
2011,Austria,Live bovine animals,December,Thousand head (animals),1976.53,
2011,Austria,"Bovine animals, less than 1 year",December,Thousand head (animals),623.36,
2011,Austria,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),164.77,
2011,Austria,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),458.6,
2011,Austria,"Bovine animals, 1 year",December,Thousand head (animals),429.93,
2011,Poland,Live bovine animals,December,Thousand head (animals),5500.94,
2011,Poland,"Bovine animals, less than 1 year",December,Thousand head (animals),1361.63,
2011,Poland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),77.95,
2011,Poland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),1283.68,
2011,Poland,"Bovine animals, 1 year",December,Thousand head (animals),1256.2,
2011,Portugal,Live bovine animals,December,Thousand head (animals),1519.11,
2011,Portugal,"Bovine animals, less than 1 year",December,Thousand head (animals),462.17,
2011,Portugal,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),133.07,
2011,Portugal,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),329.11,
2011,Portugal,"Bovine animals, 1 year",December,Thousand head (animals),209.55,
2011,Romania,Live bovine animals,December,Thousand head (animals),1988.9,
2011,Romania,"Bovine animals, less than 1 year",December,Thousand head (animals),451.8,
2011,Romania,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),147,
2011,Romania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),304.8,
2011,Romania,"Bovine animals, 1 year",December,Thousand head (animals),220.2,
2011,Slovenia,Live bovine animals,December,Thousand head (animals),462.3,
2011,Slovenia,"Bovine animals, less than 1 year",December,Thousand head (animals),146.2,
2011,Slovenia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),13.29,
2011,Slovenia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),132.92,
2011,Slovenia,"Bovine animals, 1 year",December,Thousand head (animals),119.06,
2011,Slovakia,Live bovine animals,December,Thousand head (animals),463.36,
2011,Slovakia,"Bovine animals, less than 1 year",December,Thousand head (animals),133.26,
2011,Slovakia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),18.66,
2011,Slovakia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),114.6,
2011,Slovakia,"Bovine animals, 1 year",December,Thousand head (animals),91.41,
2011,Finland,Live bovine animals,December,Thousand head (animals),902.68,
2011,Finland,"Bovine animals, less than 1 year",December,Thousand head (animals),303.58,
2011,Finland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),3.64,
2011,Finland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),299.93,
2011,Finland,"Bovine animals, 1 year",December,Thousand head (animals),222.43,
2011,Sweden,Live bovine animals,December,Thousand head (animals),1449.73,
2011,Sweden,"Bovine animals, less than 1 year",December,Thousand head (animals),479.91,
2011,Sweden,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),21.31,
2011,Sweden,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),458.6,
2011,Sweden,"Bovine animals, 1 year",December,Thousand head (animals),330.18,
2011,United Kingdom,Live bovine animals,December,Thousand head (animals),9675,
2011,United Kingdom,"Bovine animals, less than 1 year",December,Thousand head (animals),2857,
2011,United Kingdom,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),26,
2011,United Kingdom,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),2831,
2011,United Kingdom,"Bovine animals, 1 year",December,Thousand head (animals),2344,
2011,Iceland,Live bovine animals,December,Thousand head (animals),73.6,
2011,Iceland,"Bovine animals, less than 1 year",December,Thousand head (animals),20.3,
2011,Iceland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),0.5,
2011,Iceland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),19.8,
2011,Iceland,"Bovine animals, 1 year",December,Thousand head (animals),15.7,
2011,Switzerland,Live bovine animals,December,Thousand head (animals),:,
2011,Switzerland,"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2011,Switzerland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2011,Switzerland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2011,Switzerland,"Bovine animals, 1 year",December,Thousand head (animals),:,
2011,Montenegro,Live bovine animals,December,Thousand head (animals),:,
2011,Montenegro,"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2011,Montenegro,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2011,Montenegro,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2011,Montenegro,"Bovine animals, 1 year",December,Thousand head (animals),:,
2011,North Macedonia,Live bovine animals,December,Thousand head (animals),:,
2011,North Macedonia,"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2011,North Macedonia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2011,North Macedonia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2011,North Macedonia,"Bovine animals, 1 year",December,Thousand head (animals),:,
2011,Albania,Live bovine animals,December,Thousand head (animals),:,
2011,Albania,"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2011,Albania,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2011,Albania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2011,Albania,"Bovine animals, 1 year",December,Thousand head (animals),:,
2011,Serbia,Live bovine animals,December,Thousand head (animals),937,
2011,Serbia,"Bovine animals, less than 1 year",December,Thousand head (animals),288,
2011,Serbia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),47,
2011,Serbia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),241,
2011,Serbia,"Bovine animals, 1 year",December,Thousand head (animals),103,
2011,Turkey,Live bovine animals,December,Thousand head (animals),:,
2011,Turkey,"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2011,Turkey,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2011,Turkey,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2011,Turkey,"Bovine animals, 1 year",December,Thousand head (animals),:,
2011,Bosnia and Herzegovina,Live bovine animals,December,Thousand head (animals),455,e
2011,Bosnia and Herzegovina,"Bovine animals, less than 1 year",December,Thousand head (animals),101,e
2011,Bosnia and Herzegovina,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),27,e
2011,Bosnia and Herzegovina,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),74,e
2011,Bosnia and Herzegovina,"Bovine animals, 1 year",December,Thousand head (animals),70,e
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Live bovine animals,December,Thousand head (animals),:,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2011,Kosovo (under United Nations Security Council Resolution 1244/99),"Bovine animals, 1 year",December,Thousand head (animals),:,
2012,European Union - 28 countries,Live bovine animals,December,Thousand head (animals),87296.95,
2012,European Union - 28 countries,"Bovine animals, less than 1 year",December,Thousand head (animals),26441.5,
2012,European Union - 28 countries,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),5120.26,
2012,European Union - 28 countries,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),21321.24,
2012,European Union - 28 countries,"Bovine animals, 1 year",December,Thousand head (animals),17907.12,
2012,European Union - 27 countries (2007-2013),Live bovine animals,December,Thousand head (animals),86844.95,
2012,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year",December,Thousand head (animals),26298.5,
2012,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),5096.26,
2012,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),21202.24,
2012,European Union - 27 countries (2007-2013),"Bovine animals, 1 year",December,Thousand head (animals),17806.12,
2012,European Union - 25 countries (2004-2006),Live bovine animals,December,Thousand head (animals),84300.52,
2012,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year",December,Thousand head (animals),25719.26,
2012,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),4889.75,
2012,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),20829.51,
2012,European Union - 25 countries (2004-2006),"Bovine animals, 1 year",December,Thousand head (animals),17506.65,
2012,European Union - 15 countries (1995-2004),Live bovine animals,December,Thousand head (animals),74327.16,
2012,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year",December,Thousand head (animals),23048.08,
2012,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),4538.37,
2012,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),18509.71,
2012,European Union - 15 countries (1995-2004),"Bovine animals, 1 year",December,Thousand head (animals),15232.63,
2012,Belgium,Live bovine animals,December,Thousand head (animals),2438.18,
2012,Belgium,"Bovine animals, less than 1 year",December,Thousand head (animals),732.91,
2012,Belgium,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),166.26,
2012,Belgium,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),566.65,
2012,Belgium,"Bovine animals, 1 year",December,Thousand head (animals),483.59,
2012,Bulgaria,Live bovine animals,December,Thousand head (animals),535.32,
2012,Bulgaria,"Bovine animals, less than 1 year",December,Thousand head (animals),121.44,
2012,Bulgaria,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),48.91,
2012,Bulgaria,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),72.53,
2012,Bulgaria,"Bovine animals, 1 year",December,Thousand head (animals),64.17,
2012,Czechia,Live bovine animals,December,Thousand head (animals),1321.06,
2012,Czechia,"Bovine animals, less than 1 year",December,Thousand head (animals),395.28,
2012,Czechia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),9.01,
2012,Czechia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),386.28,
2012,Czechia,"Bovine animals, 1 year",December,Thousand head (animals),297.94,
2012,Denmark,Live bovine animals,December,Thousand head (animals),1607,
2012,Denmark,"Bovine animals, less than 1 year",December,Thousand head (animals),545,
2012,Denmark,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),265,
2012,Denmark,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),280,
2012,Denmark,"Bovine animals, 1 year",December,Thousand head (animals),314,
2012,Germany (until 1990 former territory of the FRG),Live bovine animals,December,Thousand head (animals),12506.77,
2012,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year",December,Thousand head (animals),3868.37,
2012,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),230.03,
2012,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),3638.35,
2012,Germany (until 1990 former territory of the FRG),"Bovine animals, 1 year",December,Thousand head (animals),2939.89,
2012,Estonia,Live bovine animals,December,Thousand head (animals),246,
2012,Estonia,"Bovine animals, less than 1 year",December,Thousand head (animals),65.5,
2012,Estonia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),3.1,
2012,Estonia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),62.4,
2012,Estonia,"Bovine animals, 1 year",December,Thousand head (animals),49.5,
2012,Ireland,Live bovine animals,December,Thousand head (animals),6253.24,
2012,Ireland,"Bovine animals, less than 1 year",December,Thousand head (animals),1986.61,
2012,Ireland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),5.6,
2012,Ireland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),1981.01,
2012,Ireland,"Bovine animals, 1 year",December,Thousand head (animals),1617.1,
2012,Greece,Live bovine animals,December,Thousand head (animals),685,
2012,Greece,"Bovine animals, less than 1 year",December,Thousand head (animals),202,
2012,Greece,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),74,
2012,Greece,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),128,
2012,Greece,"Bovine animals, 1 year",December,Thousand head (animals),131,
2012,Spain,Live bovine animals,December,Thousand head (animals),5812.61,
2012,Spain,"Bovine animals, less than 1 year",December,Thousand head (animals),2122.07,
2012,Spain,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),1436.42,
2012,Spain,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),685.65,
2012,Spain,"Bovine animals, 1 year",December,Thousand head (animals),713.93,
2012,France,Live bovine animals,December,Thousand head (animals),19052,
2012,France,"Bovine animals, less than 1 year",December,Thousand head (animals),5541,
2012,France,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),635,
2012,France,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),4906,
2012,France,"Bovine animals, 1 year",December,Thousand head (animals),3378,
2012,Croatia,Live bovine animals,December,Thousand head (animals),452,
2012,Croatia,"Bovine animals, less than 1 year",December,Thousand head (animals),143,
2012,Croatia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),24,
2012,Croatia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),119,
2012,Croatia,"Bovine animals, 1 year",December,Thousand head (animals),101,
2012,Italy,Live bovine animals,December,Thousand head (animals),6251.93,
2012,Italy,"Bovine animals, less than 1 year",December,Thousand head (animals),1598.35,
2012,Italy,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),443.25,
2012,Italy,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),1155.1,
2012,Italy,"Bovine animals, 1 year",December,Thousand head (animals),1420.84,
2012,Cyprus,Live bovine animals,December,Thousand head (animals),56.92,
2012,Cyprus,"Bovine animals, less than 1 year",December,Thousand head (animals),20.67,
2012,Cyprus,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),9.34,
2012,Cyprus,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),11.34,
2012,Cyprus,"Bovine animals, 1 year",December,Thousand head (animals),9.95,
2012,Latvia,Live bovine animals,December,Thousand head (animals),393.1,
2012,Latvia,"Bovine animals, less than 1 year",December,Thousand head (animals),108.42,
2012,Latvia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),52.58,
2012,Latvia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),55.85,
2012,Latvia,"Bovine animals, 1 year",December,Thousand head (animals),70.02,
2012,Lithuania,Live bovine animals,December,Thousand head (animals),729.2,
2012,Lithuania,"Bovine animals, less than 1 year",December,Thousand head (animals),193.2,
2012,Lithuania,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),56.3,
2012,Lithuania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),136.9,
2012,Lithuania,"Bovine animals, 1 year",December,Thousand head (animals),144.9,
2012,Luxembourg,Live bovine animals,December,Thousand head (animals),188.3,
2012,Luxembourg,"Bovine animals, less than 1 year",December,Thousand head (animals),52.02,
2012,Luxembourg,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),5.29,
2012,Luxembourg,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),46.73,
2012,Luxembourg,"Bovine animals, 1 year",December,Thousand head (animals),43.02,
2012,Hungary,Live bovine animals,December,Thousand head (animals),760,
2012,Hungary,"Bovine animals, less than 1 year",December,Thousand head (animals),213,
2012,Hungary,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),66,
2012,Hungary,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),147,
2012,Hungary,"Bovine animals, 1 year",December,Thousand head (animals),159,
2012,Malta,Live bovine animals,December,Thousand head (animals),15.59,
2012,Malta,"Bovine animals, less than 1 year",December,Thousand head (animals),4.84,
2012,Malta,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),0,
2012,Malta,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),4.84,
2012,Malta,"Bovine animals, 1 year",December,Thousand head (animals),3.67,
2012,Netherlands,Live bovine animals,December,Thousand head (animals),3985,
2012,Netherlands,"Bovine animals, less than 1 year",December,Thousand head (animals),1623,
2012,Netherlands,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),940,
2012,Netherlands,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),683,
2012,Netherlands,"Bovine animals, 1 year",December,Thousand head (animals),603,
2012,Austria,Live bovine animals,December,Thousand head (animals),1955.62,
2012,Austria,"Bovine animals, less than 1 year",December,Thousand head (animals),628.72,
2012,Austria,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),164.8,
2012,Austria,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),463.91,
2012,Austria,"Bovine animals, 1 year",December,Thousand head (animals),423.9,
2012,Poland,Live bovine animals,December,Thousand head (animals),5520.35,
2012,Poland,"Bovine animals, less than 1 year",December,Thousand head (animals),1387.95,
2012,Poland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),120.86,
2012,Poland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),1267.09,
2012,Poland,"Bovine animals, 1 year",December,Thousand head (animals),1323.83,
2012,Portugal,Live bovine animals,December,Thousand head (animals),1497.55,
2012,Portugal,"Bovine animals, less than 1 year",December,Thousand head (animals),450.9,
2012,Portugal,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),120,
2012,Portugal,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),330.9,
2012,Portugal,"Bovine animals, 1 year",December,Thousand head (animals),206.19,
2012,Romania,Live bovine animals,December,Thousand head (animals),2009.1,
2012,Romania,"Bovine animals, less than 1 year",December,Thousand head (animals),457.8,
2012,Romania,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),157.6,
2012,Romania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),300.2,
2012,Romania,"Bovine animals, 1 year",December,Thousand head (animals),235.3,
2012,Slovenia,Live bovine animals,December,Thousand head (animals),460.06,
2012,Slovenia,"Bovine animals, less than 1 year",December,Thousand head (animals),146.56,
2012,Slovenia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),12.82,
2012,Slovenia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),133.74,
2012,Slovenia,"Bovine animals, 1 year",December,Thousand head (animals),120.02,
2012,Slovakia,Live bovine animals,December,Thousand head (animals),471.08,
2012,Slovakia,"Bovine animals, less than 1 year",December,Thousand head (animals),135.75,
2012,Slovakia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),21.37,
2012,Slovakia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),114.38,
2012,Slovakia,"Bovine animals, 1 year",December,Thousand head (animals),95.2,
2012,Finland,Live bovine animals,December,Thousand head (animals),901.39,
2012,Finland,"Bovine animals, less than 1 year",December,Thousand head (animals),300.66,
2012,Finland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),3.61,
2012,Finland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),297.05,
2012,Finland,"Bovine animals, 1 year",December,Thousand head (animals),225.02,
2012,Sweden,Live bovine animals,December,Thousand head (animals),1443.58,
2012,Sweden,"Bovine animals, less than 1 year",December,Thousand head (animals),475.47,
2012,Sweden,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),21.11,
2012,Sweden,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),454.36,
2012,Sweden,"Bovine animals, 1 year",December,Thousand head (animals),338.15,
2012,United Kingdom,Live bovine animals,December,Thousand head (animals),9749,
2012,United Kingdom,"Bovine animals, less than 1 year",December,Thousand head (animals),2921,
2012,United Kingdom,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),28,
2012,United Kingdom,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),2893,
2012,United Kingdom,"Bovine animals, 1 year",December,Thousand head (animals),2395,
2012,Iceland,Live bovine animals,December,Thousand head (animals),72.8,
2012,Iceland,"Bovine animals, less than 1 year",December,Thousand head (animals),20.1,
2012,Iceland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),0.5,
2012,Iceland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),19.6,
2012,Iceland,"Bovine animals, 1 year",December,Thousand head (animals),20.2,
2012,Switzerland,Live bovine animals,December,Thousand head (animals),:,
2012,Switzerland,"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2012,Switzerland,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2012,Switzerland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2012,Switzerland,"Bovine animals, 1 year",December,Thousand head (animals),:,
2012,Montenegro,Live bovine animals,December,Thousand head (animals),85,
2012,Montenegro,"Bovine animals, less than 1 year",December,Thousand head (animals),16,
2012,Montenegro,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),8,
2012,Montenegro,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),8,
2012,Montenegro,"Bovine animals, 1 year",December,Thousand head (animals),3,
2012,North Macedonia,Live bovine animals,December,Thousand head (animals),251,
2012,North Macedonia,"Bovine animals, less than 1 year",December,Thousand head (animals),68,
2012,North Macedonia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),8,
2012,North Macedonia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),60,
2012,North Macedonia,"Bovine animals, 1 year",December,Thousand head (animals),16,
2012,Albania,Live bovine animals,December,Thousand head (animals),:,
2012,Albania,"Bovine animals, less than 1 year",December,Thousand head (animals),:,
2012,Albania,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),:,
2012,Albania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),:,
2012,Albania,"Bovine animals, 1 year",December,Thousand head (animals),:,
2012,Serbia,Live bovine animals,December,Thousand head (animals),921,e
2012,Serbia,"Bovine animals, less than 1 year",December,Thousand head (animals),256,
2012,Serbia,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),21,
2012,Serbia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),235,
2012,Serbia,"Bovine animals, 1 year",December,Thousand head (animals),111,
2012,Turkey,Live bovine animals,December,Thousand head (animals),14022.35,
2012,Turkey,"Bovine animals, less than 1 year",December,Thousand head (animals),3418.79,
2012,Turkey,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),19.6,e
2012,Turkey,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),3399.18,e
2012,Turkey,"Bovine animals, 1 year",December,Thousand head (animals),:,
2012,Bosnia and Herzegovina,Live bovine animals,December,Thousand head (animals),446,e
2012,Bosnia and Herzegovina,"Bovine animals, less than 1 year",December,Thousand head (animals),88,e
2012,Bosnia and Herzegovina,"Bovine animals, less than 1 year, for slaughter",December,Thousand head (animals),35,e
2012,Bosnia and Herzegovina,"Bovine animals, less than 1 year, not for slaughter",December,Thousand head (animals),53,e
2012,Bosnia and Herzegovina,"Bovine animals, 1 year",December,Thousand head (animals),77,e
2012,Kosovo (under United Nations Security Council Resolution 1244/99),Live bovine animals,December,Thousand head (animals),:,
