TIME,GEO,NUTRIENT,UNIT,Value,Flag and Footnotes
2015,Slovenia,Nitrogen,Tonne,28319,
2015,Slovenia,Phosphorus,Tonne,4120,
2015,Slovakia,Nitrogen,Tonne,114773,
2015,Slovakia,Phosphorus,Tonne,9426,
2015,Finland,Nitrogen,Tonne,143479,
2015,Finland,Phosphorus,Tonne,10983,
2015,Sweden,Nitrogen,Tonne,190200,
2015,Sweden,Phosphorus,Tonne,12500,
2015,United Kingdom,Nitrogen,Tonne,1048546,
2015,United Kingdom,Phosphorus,Tonne,85555,
2015,Norway,Nitrogen,Tonne,102613,
2015,Norway,Phosphorus,Tonne,9276,
2015,Switzerland,Nitrogen,Tonne,45800,
2015,Switzerland,Phosphorus,Tonne,4235,
2015,Turkey,Nitrogen,Tonne,1486568,
2015,Turkey,Phosphorus,Tonne,255234,
2016,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)",Nitrogen,Tonne,11222419,e
2016,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)",Phosphorus,Tonne,1310252,e
2016,European Union - 28 countries,Nitrogen,Tonne,11222419,e
2016,European Union - 28 countries,Phosphorus,Tonne,1310252,e
2016,Belgium,Nitrogen,Tonne,156031,
2016,Belgium,Phosphorus,Tonne,4876,e
2016,Bulgaria,Nitrogen,Tonne,365913,
2016,Bulgaria,Phosphorus,Tonne,36050,
2016,Czechia,Nitrogen,Tonne,407184,
2016,Czechia,Phosphorus,Tonne,20716,
2016,Denmark,Nitrogen,Tonne,197200,
2016,Denmark,Phosphorus,Tonne,13800,
2016,Germany (until 1990 former territory of the FRG),Nitrogen,Tonne,1710616,
2016,Germany (until 1990 former territory of the FRG),Phosphorus,Tonne,125643,
2016,Estonia,Nitrogen,Tonne,36390,
2016,Estonia,Phosphorus,Tonne,3444,
2016,Ireland,Nitrogen,Tonne,339104,
2016,Ireland,Phosphorus,Tonne,37074,
2016,Greece,Nitrogen,Tonne,185019,
2016,Greece,Phosphorus,Tonne,22515,
2016,Spain,Nitrogen,Tonne,982155,
2016,Spain,Phosphorus,Tonne,181186,
2016,France,Nitrogen,Tonne,2221231,
2016,France,Phosphorus,Tonne,191677,
2016,Croatia,Nitrogen,Tonne,72320,
2016,Croatia,Phosphorus,Tonne,5781,
2016,Italy,Nitrogen,Tonne,578438,
2016,Italy,Phosphorus,Tonne,228226,
2016,Cyprus,Nitrogen,Tonne,8073,e
2016,Cyprus,Phosphorus,Tonne,2349,
2016,Latvia,Nitrogen,Tonne,78285,
2016,Latvia,Phosphorus,Tonne,11111,
2016,Lithuania,Nitrogen,Tonne,160237,
2016,Lithuania,Phosphorus,Tonne,22217,
2016,Luxembourg,Nitrogen,Tonne,13731,
2016,Luxembourg,Phosphorus,Tonne,491,
2016,Hungary,Nitrogen,Tonne,366034,
2016,Hungary,Phosphorus,Tonne,40017,
2016,Malta,Nitrogen,Tonne,568,
2016,Malta,Phosphorus,Tonne,56,
2016,Netherlands,Nitrogen,Tonne,215525,
2016,Netherlands,Phosphorus,Tonne,5211,
2016,Austria,Nitrogen,Tonne,132031,
2016,Austria,Phosphorus,Tonne,15451,
2016,Poland,Nitrogen,Tonne,1043004,
2016,Poland,Phosphorus,Tonne,142281,
2016,Portugal,Nitrogen,Tonne,105460,
2016,Portugal,Phosphorus,Tonne,21458,
2016,Romania,Nitrogen,Tonne,344311,
2016,Romania,Phosphorus,Tonne,55097,
2016,Slovenia,Nitrogen,Tonne,27095,
2016,Slovenia,Phosphorus,Tonne,4000,
2016,Slovakia,Nitrogen,Tonne,126236,
2016,Slovakia,Phosphorus,Tonne,10608,
2016,Finland,Nitrogen,Tonne,138128,
2016,Finland,Phosphorus,Tonne,9828,
2016,Sweden,Nitrogen,Tonne,186100,
2016,Sweden,Phosphorus,Tonne,13100,
2016,United Kingdom,Nitrogen,Tonne,1026000,
2016,United Kingdom,Phosphorus,Tonne,85989,
2016,Norway,Nitrogen,Tonne,100886,
2016,Norway,Phosphorus,Tonne,9097,
2016,Switzerland,Nitrogen,Tonne,48500,
2016,Switzerland,Phosphorus,Tonne,4279,
2016,Turkey,Nitrogen,Tonne,1896479,
2016,Turkey,Phosphorus,Tonne,346017,
2017,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)",Nitrogen,Tonne,11588236,e
2017,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)",Phosphorus,Tonne,1343870,e
2017,European Union - 28 countries,Nitrogen,Tonne,11588236,e
2017,European Union - 28 countries,Phosphorus,Tonne,1343870,e
2017,Belgium,Nitrogen,Tonne,156031,e
2017,Belgium,Phosphorus,Tonne,4876,e
2017,Bulgaria,Nitrogen,Tonne,351120,
2017,Bulgaria,Phosphorus,Tonne,29562,
2017,Czechia,Nitrogen,Tonne,397586,
2017,Czechia,Phosphorus,Tonne,24159,
2017,Denmark,Nitrogen,Tonne,252900,
2017,Denmark,Phosphorus,Tonne,20800,
2017,Germany (until 1990 former territory of the FRG),Nitrogen,Tonne,1658837,
2017,Germany (until 1990 former territory of the FRG),Phosphorus,Tonne,100894,
2017,Estonia,Nitrogen,Tonne,37333,
2017,Estonia,Phosphorus,Tonne,4063,
2017,Ireland,Nitrogen,Tonne,369089,
2017,Ireland,Phosphorus,Tonne,41893,
2017,Greece,Nitrogen,Tonne,192167,
2017,Greece,Phosphorus,Tonne,28172,
2017,Spain,Nitrogen,Tonne,1072125,
2017,Spain,Phosphorus,Tonne,190414,
2017,France,Nitrogen,Tonne,2248277,
2017,France,Phosphorus,Tonne,187931,
2017,Croatia,Nitrogen,Tonne,98412,
2017,Croatia,Phosphorus,Tonne,14891,
2017,Italy,Nitrogen,Tonne,577234,
2017,Italy,Phosphorus,Tonne,229657,
2017,Cyprus,Nitrogen,Tonne,8073,e
2017,Cyprus,Phosphorus,Tonne,2349,e
2017,Latvia,Nitrogen,Tonne,77441,
2017,Latvia,Phosphorus,Tonne,11300,
2017,Lithuania,Nitrogen,Tonne,167149,
2017,Lithuania,Phosphorus,Tonne,23473,
2017,Luxembourg,Nitrogen,Tonne,13575,
2017,Luxembourg,Phosphorus,Tonne,510,
2017,Hungary,Nitrogen,Tonne,415013,
2017,Hungary,Phosphorus,Tonne,49427,
2017,Malta,Nitrogen,Tonne,568,e
2017,Malta,Phosphorus,Tonne,56,e
2017,Netherlands,Nitrogen,Tonne,222902,
2017,Netherlands,Phosphorus,Tonne,4674,
2017,Austria,Nitrogen,Tonne,111884,
2017,Austria,Phosphorus,Tonne,11789,
2017,Poland,Nitrogen,Tonne,1150601,
2017,Poland,Phosphorus,Tonne,149950,
2017,Portugal,Nitrogen,Tonne,101504,
2017,Portugal,Phosphorus,Tonne,22479,
2017,Romania,Nitrogen,Tonne,381342,
2017,Romania,Phosphorus,Tonne,63253,
2017,Slovenia,Nitrogen,Tonne,27084,
2017,Slovenia,Phosphorus,Tonne,3988,
2017,Slovakia,Nitrogen,Tonne,122541,
2017,Slovakia,Phosphorus,Tonne,10133,
2017,Finland,Nitrogen,Tonne,138948,
2017,Finland,Phosphorus,Tonne,12252,
2017,Sweden,Nitrogen,Tonne,198500,
2017,Sweden,Phosphorus,Tonne,14500,
2017,United Kingdom,Nitrogen,Tonne,1040000,
2017,United Kingdom,Phosphorus,Tonne,86425,
2017,Norway,Nitrogen,Tonne,99318,
2017,Norway,Phosphorus,Tonne,8683,
2017,Switzerland,Nitrogen,Tonne,51600,
2017,Switzerland,Phosphorus,Tonne,4279,
2017,Turkey,Nitrogen,Tonne,1764638,
2017,Turkey,Phosphorus,Tonne,329539,
